filename,blur_path,sharp_path,blur_shape,sharp_shape,blur_lap_var,sharp_lap_var,blur_ratio,blur_level
000187.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000187.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000187.png,"(720, 1280)","(720, 1280)",46.11914720461694,454.1752712124294,0.10154482228960983,low_blur
000188.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000188.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000188.png,"(720, 1280)","(720, 1280)",32.844045963541674,456.1471928829513,0.07200317457888976,medium_blur
000189.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000189.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000189.png,"(720, 1280)","(720, 1280)",33.535629339599616,449.6080676183585,0.07458858448981354,medium_blur
000190.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000190.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000190.png,"(720, 1280)","(720, 1280)",40.89527635832892,466.90116694409295,0.08758872166697725,medium_blur
000191.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000191.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000191.png,"(720, 1280)","(720, 1280)",41.39652147284143,483.7681808937909,0.08557098855799723,medium_blur
000192.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000192.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000192.png,"(720, 1280)","(720, 1280)",39.173010862975644,463.6188527163176,0.08449399896621583,medium_blur
000193.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000193.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000193.png,"(720, 1280)","(720, 1280)",42.28591089126679,451.8407080038553,0.0935858813543868,medium_blur
000194.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000194.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000194.png,"(720, 1280)","(720, 1280)",39.54469021238988,436.5865632420755,0.09057697497107267,medium_blur
000195.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000195.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000195.png,"(720, 1280)","(720, 1280)",35.06508980178716,449.3834523799144,0.07802933021966817,medium_blur
000196.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000196.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000196.png,"(720, 1280)","(720, 1280)",48.02397069566046,433.9213284223757,0.11067437240099788,low_blur
000197.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000197.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000197.png,"(720, 1280)","(720, 1280)",46.852229624589285,451.6726265758939,0.10373050494278618,low_blur
000198.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000198.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000198.png,"(720, 1280)","(720, 1280)",32.34361434815962,419.22587961001915,0.07715080561695153,medium_blur
000199.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000199.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000199.png,"(720, 1280)","(720, 1280)",30.311799042426223,426.55589424686656,0.07106172825306885,medium_blur
000200.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000200.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000200.png,"(720, 1280)","(720, 1280)",33.517815752607504,399.34973692542053,0.08393098242613271,medium_blur
000201.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000201.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000201.png,"(720, 1280)","(720, 1280)",45.04459679480659,467.5269785996001,0.09634651871591833,low_blur
000202.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000202.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000202.png,"(720, 1280)","(720, 1280)",54.843207166194915,422.7631076343487,0.12972562216174263,low_blur
000203.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000203.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000203.png,"(720, 1280)","(720, 1280)",36.91554143990295,395.32443131011206,0.09338036942627198,medium_blur
000204.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000204.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000204.png,"(720, 1280)","(720, 1280)",43.27139567523415,415.2339920470052,0.10420966612312814,low_blur
000205.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000205.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000205.png,"(720, 1280)","(720, 1280)",65.59492833149756,404.02196249318905,0.16235485795151494,low_blur
000206.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000206.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000206.png,"(720, 1280)","(720, 1280)",33.40765055676567,415.460299916669,0.08041117421487035,medium_blur
000207.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000207.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000207.png,"(720, 1280)","(720, 1280)",44.532758862812145,415.5534882378473,0.10716492610994906,low_blur
000208.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000208.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000208.png,"(720, 1280)","(720, 1280)",92.4756969687379,413.7669676069848,0.2234970507707147,low_blur
000209.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000209.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000209.png,"(720, 1280)","(720, 1280)",51.207339406029966,425.05658705419836,0.12047181708137103,low_blur
000210.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000210.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000210.png,"(720, 1280)","(720, 1280)",87.90228701047076,396.6575473415045,0.2216074989557043,low_blur
000211.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000211.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000211.png,"(720, 1280)","(720, 1280)",50.68364580541068,389.3461698234229,0.13017630512994405,low_blur
000212.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000212.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000212.png,"(720, 1280)","(720, 1280)",46.27425607728842,405.3488147783444,0.11415910048102851,low_blur
000213.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000213.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000213.png,"(720, 1280)","(720, 1280)",47.15465659268226,379.5039162258525,0.12425341235049807,low_blur
000214.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000214.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000214.png,"(720, 1280)","(720, 1280)",35.31229482890822,389.2130106800174,0.0907274265223167,medium_blur
000215.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000215.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000215.png,"(720, 1280)","(720, 1280)",33.98540579668211,368.5597061595023,0.09221139812026023,medium_blur
000216.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000216.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000216.png,"(720, 1280)","(720, 1280)",37.90719906517193,438.7002094523004,0.08640798031902804,medium_blur
000217.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000217.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000217.png,"(720, 1280)","(720, 1280)",40.09471005120807,365.01514317191686,0.1098439634632517,medium_blur
000218.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000218.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000218.png,"(720, 1280)","(720, 1280)",37.01253673636353,368.22578621248687,0.100515874013234,medium_blur
000219.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000219.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000219.png,"(720, 1280)","(720, 1280)",61.3120536390222,372.7575241647934,0.16448240387569418,low_blur
000220.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000220.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000220.png,"(720, 1280)","(720, 1280)",51.91197696408402,371.4977046853231,0.13973700593024838,low_blur
000221.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000221.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000221.png,"(720, 1280)","(720, 1280)",34.284164055548764,395.6000399247806,0.08666370221095254,medium_blur
000222.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000222.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000222.png,"(720, 1280)","(720, 1280)",36.63869203287758,354.30511963947333,0.10340999889904369,medium_blur
000223.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000223.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000223.png,"(720, 1280)","(720, 1280)",41.72657966703722,350.0382231925636,0.11920578068667224,medium_blur
000224.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000224.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000224.png,"(720, 1280)","(720, 1280)",82.31067057103289,453.4106434141264,0.18153669695406416,low_blur
000225.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000225.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000225.png,"(720, 1280)","(720, 1280)",39.80705925014164,379.09369031490615,0.10500586073069322,medium_blur
000226.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000226.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000226.png,"(720, 1280)","(720, 1280)",48.87266924363125,377.8222916234227,0.12935358851470136,low_blur
000227.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000227.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000227.png,"(720, 1280)","(720, 1280)",39.15548903932806,364.77721245617226,0.10734083078985959,medium_blur
000228.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000228.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000228.png,"(720, 1280)","(720, 1280)",30.96599166636525,346.7986859352099,0.08929097174046823,medium_blur
000229.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000229.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000229.png,"(720, 1280)","(720, 1280)",27.157408642502766,305.5152460225129,0.08889051854260877,high_blur
000230.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000230.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000230.png,"(720, 1280)","(720, 1280)",44.874112355168656,314.7799872806679,0.14255706895918988,low_blur
000231.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000231.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000231.png,"(720, 1280)","(720, 1280)",22.92313309553992,326.9099637903096,0.07012063147008372,high_blur
000232.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000232.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000232.png,"(720, 1280)","(720, 1280)",35.8390754682176,359.68062933684445,0.09964138333859937,medium_blur
000233.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000233.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000233.png,"(720, 1280)","(720, 1280)",21.217222702015768,329.09774275918556,0.0644708849215553,high_blur
000234.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000234.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000234.png,"(720, 1280)","(720, 1280)",36.645941365558706,320.9307449884193,0.11418644656727793,medium_blur
000235.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000235.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000235.png,"(720, 1280)","(720, 1280)",25.97340241902669,363.50992458699534,0.07145170093449872,high_blur
000236.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000236.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000236.png,"(720, 1280)","(720, 1280)",22.609325671495032,317.2209385530154,0.07127311889912881,high_blur
000237.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000237.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000237.png,"(720, 1280)","(720, 1280)",27.452431462021806,292.6562787867228,0.0938043481414253,medium_blur
000238.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000238.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000238.png,"(720, 1280)","(720, 1280)",23.25289056904641,286.7985739052668,0.08107742744884207,high_blur
000239.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000239.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000239.png,"(720, 1280)","(720, 1280)",30.75665492044967,286.3095079009903,0.10742449716343856,medium_blur
000240.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000240.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000240.png,"(720, 1280)","(720, 1280)",22.859637450700916,246.60507717464117,0.09269735121302944,high_blur
000241.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000241.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000241.png,"(720, 1280)","(720, 1280)",25.044396594007516,271.2612279843742,0.09232575100827502,high_blur
000242.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000242.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000242.png,"(720, 1280)","(720, 1280)",23.708117438411726,204.28716578487828,0.11605289713704627,high_blur
000243.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000243.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000243.png,"(720, 1280)","(720, 1280)",19.044632090786372,204.99935236691968,0.09290093783208729,high_blur
000244.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000244.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000244.png,"(720, 1280)","(720, 1280)",16.65385821729118,221.0321480901635,0.07534586421222435,high_blur
000245.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000245.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000245.png,"(720, 1280)","(720, 1280)",17.556581857638882,190.53113554106824,0.09214547431767746,high_blur
000246.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000246.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000246.png,"(720, 1280)","(720, 1280)",17.736425780044375,232.81410021845372,0.07618278172430336,high_blur
000247.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000247.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000247.png,"(720, 1280)","(720, 1280)",31.969342347528922,302.39353397953255,0.10572098525306282,medium_blur
000248.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000248.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000248.png,"(720, 1280)","(720, 1280)",24.69333197360451,264.3523285257974,0.0934106845601727,high_blur
000249.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000249.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000249.png,"(720, 1280)","(720, 1280)",27.46072038572335,320.3189045489229,0.08572931536318966,medium_blur
000250.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000250.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000250.png,"(720, 1280)","(720, 1280)",24.06913084874918,261.1528673889148,0.09216491125859719,high_blur
000251.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000251.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000251.png,"(720, 1280)","(720, 1280)",40.14937571716194,277.80152310176425,0.14452539808793333,medium_blur
000252.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000252.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000252.png,"(720, 1280)","(720, 1280)",27.69655795203317,269.73465901268867,0.10268075319791767,medium_blur
000253.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000253.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000253.png,"(720, 1280)","(720, 1280)",79.31770428838732,272.88310665961376,0.29066549870534564,low_blur
000254.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000254.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000254.png,"(720, 1280)","(720, 1280)",27.729673378526435,261.1574693299177,0.10617989770162004,medium_blur
000255.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000255.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000255.png,"(720, 1280)","(720, 1280)",41.29547189726537,296.28917743210854,0.13937556630914752,medium_blur
000256.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000256.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000256.png,"(720, 1280)","(720, 1280)",83.60337935872842,276.39843801709867,0.30247413826025954,low_blur
000257.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000257.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000257.png,"(720, 1280)","(720, 1280)",40.96219970190261,288.4229578990748,0.14202128706694675,medium_blur
000258.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000258.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000258.png,"(720, 1280)","(720, 1280)",28.12464465637089,304.8763008754294,0.09224936334733329,medium_blur
000259.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000259.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000259.png,"(720, 1280)","(720, 1280)",24.268060869936296,311.4087498172713,0.07792992612891265,high_blur
000260.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000260.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000260.png,"(720, 1280)","(720, 1280)",42.80079318514107,422.0076849192679,0.10142183356759213,low_blur
000261.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000261.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000261.png,"(720, 1280)","(720, 1280)",38.85406590767852,400.9843370140345,0.0968967172035691,medium_blur
000262.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000262.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000262.png,"(720, 1280)","(720, 1280)",57.59710372171281,346.38491465193664,0.16628063545413402,low_blur
000263.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000263.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000263.png,"(720, 1280)","(720, 1280)",32.884686727523814,381.42566661419215,0.08621519107135535,medium_blur
000264.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000264.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000264.png,"(720, 1280)","(720, 1280)",25.201525540947625,285.07869971228706,0.08840199413529667,high_blur
000265.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000265.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000265.png,"(720, 1280)","(720, 1280)",25.687060505703347,291.5162103298564,0.08811537607379286,high_blur
000266.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000266.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000266.png,"(720, 1280)","(720, 1280)",24.50997698069914,284.34306097911207,0.08619861126710479,high_blur
000267.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000267.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000267.png,"(720, 1280)","(720, 1280)",59.08223517523872,270.59074974269055,0.21834536187669976,low_blur
000268.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000268.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000268.png,"(720, 1280)","(720, 1280)",43.5910570163197,264.7536948038548,0.16464758705999574,low_blur
000269.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000269.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000269.png,"(720, 1280)","(720, 1280)",26.978378510081924,275.5944347261217,0.097891593986335,high_blur
000270.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000270.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000270.png,"(720, 1280)","(720, 1280)",24.972991881635462,290.10534587596254,0.08608249463783439,high_blur
000271.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000271.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000271.png,"(720, 1280)","(720, 1280)",29.494210025132737,374.3149430697217,0.07879517120653944,medium_blur
000272.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000272.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000272.png,"(720, 1280)","(720, 1280)",34.31236618931028,362.59536673536866,0.09462990798061141,medium_blur
000273.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000273.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000273.png,"(720, 1280)","(720, 1280)",49.883970058430585,405.09244571329765,0.12314218787605907,low_blur
000274.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000274.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000274.png,"(720, 1280)","(720, 1280)",33.677236711247765,397.52908426564426,0.08471640954928514,medium_blur
000275.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000275.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000275.png,"(720, 1280)","(720, 1280)",37.49180305878321,398.85974460299366,0.09399746042349003,medium_blur
000276.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000276.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000276.png,"(720, 1280)","(720, 1280)",54.02978352287673,562.739159776842,0.09601212672553741,low_blur
000277.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000277.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000277.png,"(720, 1280)","(720, 1280)",51.81302103287376,374.7566152266702,0.13825778899233643,low_blur
000278.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000278.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000278.png,"(720, 1280)","(720, 1280)",74.75016568114549,350.4398717501417,0.21330382671840542,low_blur
000279.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000279.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000279.png,"(720, 1280)","(720, 1280)",73.78623674706351,350.4753465634759,0.2105318889572579,low_blur
000280.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000280.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000280.png,"(720, 1280)","(720, 1280)",42.4255155895657,405.40940070088226,0.10464857380014593,medium_blur
000281.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000281.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000281.png,"(720, 1280)","(720, 1280)",65.49247333949407,358.85679422260773,0.18250308867509538,low_blur
000282.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000282.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000282.png,"(720, 1280)","(720, 1280)",29.3689225249102,352.3141158793132,0.08336005059228753,medium_blur
000283.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000283.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000283.png,"(720, 1280)","(720, 1280)",77.54602311940953,317.780457898924,0.24402388878687514,low_blur
000284.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000284.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000284.png,"(720, 1280)","(720, 1280)",29.645863461793503,329.418710841613,0.08999447355359093,medium_blur
000285.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000285.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000285.png,"(720, 1280)","(720, 1280)",32.18630664395814,365.45142619898303,0.08807273507684284,medium_blur
000286.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000286.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000286.png,"(720, 1280)","(720, 1280)",35.645845011223706,376.8263670680565,0.09459488009723045,medium_blur
000287.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000287.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000287.png,"(720, 1280)","(720, 1280)",44.10284224606622,369.75085468828627,0.11927718810022436,low_blur
000288.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000288.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000288.png,"(720, 1280)","(720, 1280)",39.505431336504174,338.07421826019294,0.11685431541819306,medium_blur
000289.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000289.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000289.png,"(720, 1280)","(720, 1280)",70.53937048791485,362.6476295793218,0.19451215100398353,low_blur
000290.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000290.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000290.png,"(720, 1280)","(720, 1280)",54.26584886075127,357.1111617756021,0.15195786261458474,low_blur
000291.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000291.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000291.png,"(720, 1280)","(720, 1280)",92.95344381275761,419.72824500438435,0.22146101654314934,low_blur
000292.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000292.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000292.png,"(720, 1280)","(720, 1280)",38.56027608800347,374.2354898258624,0.10303746473888886,medium_blur
000293.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000293.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000293.png,"(720, 1280)","(720, 1280)",31.530450724423964,344.7556082856345,0.09145739754691969,medium_blur
000294.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000294.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000294.png,"(720, 1280)","(720, 1280)",35.27329991404099,326.93308084370176,0.10789149822934353,medium_blur
000295.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000295.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000295.png,"(720, 1280)","(720, 1280)",40.98227537701928,345.72609696491264,0.11853972186540816,medium_blur
